rating,name,area,cuisine_type,price,cuisine_region,address
"                    -
                ",Presotea ,"Lippo Mall, Tuban",Beverage Shop,"                        Rp60.000 
                                    
        ","  Bubble Tea, Minuman"," Lippo Mall, Lantai Lower Ground, Jl. Kartika Plaza..."
"                    -
                ",The Orange Fresh Baked ,Denpasar,Bakery,"                        Rp100.000 
                                    
        ","  Kafe, Toko Kue"," Jl. Gatot Subroto Tengah, Denpasar, Bali"
"                    -
                ",J Cuvee Lounge & Bar - J Boutique Hotel ,"J Boutique Hotel, Tuban",Quick Bites,"                        Rp350.000 
                                    
        ",  Hanya Minuman," J Boutique Hotel, Jl. Kartika Plaza, Tuban, Bali"
"                    -
                ",Apneista ,Amed,Quick Bites,"                        Rp150.000 
                                    
        ","  Kafe, Makanan Sehat"," Jl. Pantai Timur, Amed, Bali"
"                    -
                ",Italian Gelato ,Legian,Dessert Parlor,"                        Rp90.000 
                                    
        ",  Ice Cream," Jl. Padma Utara, Legian, Bali"
"                    -
                ",Koki Teppanyaki ,"Carrefour Sunset Road, Kuta",Food Court,"                        Rp130.000 
                                    
        ",  Jepang," Carrefour Sunset Road, Lantai 2, Jl. Sunset Road, Kuta, Bali"
"                    -
                ",Gazebo ,Canggu,Quick Bites,"                        Rp100.000 
                                    
        ","  Asia, Barat"," Jl. Raya Semer, Canggu, Bali"
"                    -
                ",Taste Restaurant - Best Western Hotel ,"Best Western Hotel, Kuta",Casual Dining,"                        Rp300.000 
                                    
        ",  Kontinental," Best Western Hotel, Jl. Benesari, Kuta, Bali"
"                    -
                ",Kopi on Bisma ,Ubud,Kafe,"                        Rp210.000 
                                    
        ",  Kafe," Jl. Bisma, Ubud, Bali"
"                    -
                ",Souls Restaurant ,Amed,Casual Dining,"                        Rp250.000 
                                    
        ",  Hidangan Laut," Jl. Raya Lipah, Amed, Bali"
"                    -
                ",Mama's Warung ,Ubud,Quick Bites,"                        Rp120.000 
                                    
        ","  Bali, Asia"," Jl. Sukma No. 29, Ubud, Bali"
"                    -
                ",Terracota ,Ubud,,"                        Rp300.000 
                                    
        ","Masakan: Eropa, Barat"," Jl. Raya Lungsiakan, Ubud, Bali"
"                    -
                ",Pazzo Bali ,Amed,Casual Dining,"                        Rp200.000 
                                    
        ","  Asia, Eropa"," Jl. Raya Amed, Amed, Bali"
"                    -
                ",Warung Taman Anyar ,Ubud,Quick Bites,"                        Rp90.000 
                                    
        ","  Cina, Indonesia"," Jl. Sandat, Ubud, Bali"
"                    -
                ",Warung Raya Tempong ,Uluwatu,Quick Bites,"                        Rp70.000 
                                    
        ",  Indonesia," Jl. Raya Uluwatu, Uluwatu, Bali"
"                    -
                ",The Kirana - The Kirana ,Canggu,Casual Dining,"                        Rp300.000 
                                    
        ","  Barat, Indonesia"," The Kirana, Jl. Batu Bolong, Canggu, Bali"
"                    -
                ",Basilico - Prama Sanur Beach ,"Prama Sanur Beach, Sanur",Casual Dining,"                        Rp350.000 
                                    
        ","  Itali, Asia"," Prama Sanur Beach, Jl. Danau Tamblingan, Sanur, Bali"
"                    -
                ",Dewi Sinta ,"Pasar Seni Tanah Lot, Tanah Lot",Casual Dining,"                        Rp250.000 
                                    
        ","  Indonesia, Barat"," Pasar Seni Tanah Lot, Jl. Raya Tanah Lot, Tanah Lot..."
"                    -
                ",Warung Made Busana Bali ,Sanur,Quick Bites,"                        Rp120.000 
                                    
        ",  Bali," Jl. Danau Tamblingan, Sanur, Bali"
"                    -
                ",Ikan Bakar Khas Jimbaran ,Tanah Lot,Quick Bites,"                        Rp150.000 
                                    
        ","  Indonesia, Bali"," Jl. Raya Tanah Lot No. 16, Tanah Lot, Bali"
"                    -
                ",The Mine Shaft ,Legian,Bar,"                        Rp200.000 
                                    
        ","  Barat, Asia"," Jl. Legian, Legian, Bali"
"                    -
                ",Dapur Sedap ,Tuban,Casual Dining,"                        Rp220.000 
                                    
        ",  Hidangan Laut," Jl. Kediri No. 45, Tuban, Bali"
"                    -
                ",Warung Bobo ,Amed,Quick Bites,"                        Rp100.000 
                                    
        ","  Bali, Barat"," Jl. Pantai Timur, Amed, Bali"
"                    -
                ",Ice Bar - W Retreat & Spa ,"W Retreat & Spa, Seminyak",,"                        Rp300.000 
                                    
        ",Masakan: Asia," W Retreat & Spa, Jl. Petitenget, Seminyak, Bali"
"                    -
                ",Sunset Dream Bar ,Legian,Quick Bites,"                        Rp400.000 
                                    
        ",  Cemilan," Jl. Pantai Legian, Legian, Bali"
"                    -
                ",Ulhus Resto ,Tanah Lot,Casual Dining,"                        Rp130.000 
                                    
        ",  Bali," Jl. By Pass Tanah Lot , Tanah Lot, Bali"
"                    -
                ",Pia Barong ,Denpasar,Bakery,"                        Rp70.000 
                                    
        ",  Toko Kue," Jl. Teuku Umar, Denpasar, Bali"
"                    -
                ",Coffee Time ,Kuta,Kafe,"                        Rp100.000 
                                    
        ",  Kafe," Jl. Benesari, Kuta, Bali"
"                    -
                ",Soes Merdeka ,Denpasar,Bakery,"                        Rp80.000 
                                    
        ",  Toko Kue," Jl. Gatot Subroto No. 350C, Denpasar, Bali"
"                    -
                ",Sun Cafe at Sun Island Boutique Villas & Spa ,Seminyak,Casual Dining,"                        Rp200.000 
                                    
        ","  Indonesia, Barat"," Sun Island, Jl. Raya Seminyak, Seminyak, Bali"
"                    -
                ",Triple S Rooftop Bar & Lounge - Best... ,"Best Western Hotel, Kuta",Bar,"                        Rp250.000 
                                    
        ","  Barat, Hanya Minuman, Cemilan"," Best Western Hotel, Jl. Benesari, Kuta, Bali"
"                    -
                ",Mutiara ,Kintamani,Casual Dining,"                        Rp250.000 
                                    
        ",  Indonesia," Jl. Raya Penelokan, Kintamani, Bali"
"                    -
                ",Satu Lagi Bar ,Canggu,Bar,"                        Rp180.000 
                                    
        ","  Barat, Eropa, Asia"," Jl. Batu Bolong, Canggu, Bali"
"                    -
                ",Pecel Solo ,"Beachwalk, Kuta",Quick Bites,"                        Rp130.000 
                                    
        ",  Jawa," Beachwalk, Lantai 3, Eat & Eat, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Jegeg ,Sanur,Casual Dining,"                        Rp250.000 
                                    
        ","  Bali, Indonesia"," Jl. Cemara No. 44, Sanur, Bali"
"                    -
                ",Warungku ,Tanah Lot,Quick Bites,"                        Rp200.000 
                                    
        ",  Barat," Jl. By Pass Tanah Lot , Tanah Lot, Bali"
"                    -
                ",Spunky's Beach Bar & Restaurant ,Lovina,Kafe,"                        Rp150.000 
                                    
        ",  Kafe," Jl. Starlight, Lovina, Bali"
"                    -
                ",The Upper Deck @H2O - Bali Dynasty Resort ,"Bali Dynasty Resort, Tuban",Casual Dining,"                        Rp300.000 
                                    
        ","  Barat, Minuman"," Bali Dynasty Resort, Jl. Kartika Plaza, Tuban, Bali"
"                    -
                ",The Shack - Hard Rock Hotel ,"Hard Rock Hotel, Kuta",Quick Bites,"                        Rp300.000 
                                    
        ",  Cemilan," Hard Rock Hotel, Jl. Pantai Kuta, Kuta, Bali"
"                    -
                ",Diva's Cafe - Diva's Hotel ,Kuta,Quick Bites,"                        Rp120.000 
                                    
        ",  Barat," Diva's Hotel, Jl. Popies 1, Kuta, Bali"
"                    -
                ",Rumah Makan Abang Sairi ,Kintamani,Kafe,"                        Rp150.000 
                                    
        ",  Kafe," Jl. Raya Penelokan, Kintamani, Bali"
"                    -
                ",Segara ,Kintamani,Quick Bites,"                        Rp120.000 
                                    
        ","  Hidangan Laut, Indonesia"," Jl. Kedisan, Kintamani, Bali"
"                    -
                ",Amed Resto ,Amed,Kafe,"                        Rp120.000 
                                    
        ",  Kafe," Jl. Pantai Timur, Amed, Bali"
"                    -
                ",Tanah Lot Restaurant - The Jayakarta Hotel ,"The Jayakarta Hotel, Legian",Casual Dining,"                        Rp300.000 
                                    
        ","  Asia, Barat"," The Jayakarta Hotel, Jl. Werkudara, Legian, Bali"
"                    -
                ",RM Sudirasa ,Tanah Lot,Quick Bites,"                        Rp100.000 
                                    
        ",  Bali," Jl. By Pass Tanah Lot , Tanah Lot, Bali"
"                    -
                ",Oolooloos - Grand Nikko Bali ,"Grand Nikko Bali, Nusa Dua",,"                        Rp300.000 
                                    
        ","Masakan: Hanya Minuman, Cemilan"," Grand Nikko Bali, Jl. Raya Nusa Dua Selatan, Nusa Dua..."
"                    -
                ",Sari Bunga - Hotel Sari Bunga ,Legian,Casual Dining,"                        Rp200.000 
                                    
        ","  Bali, Barat"," Hotel Sari Bunga, Jl. Arjuna, Legian, Bali"
"                    -
                ",Cafe Cafe ,Uluwatu,Kafe,"                        Rp150.000 
                                    
        ",  Kafe," Jl. Raya Uluwatu, Uluwatu, Bali"
"                    -
                ",Gourmand Deli - The St. Regis Bali Resort ,"The St. Regis Bali Resort, Nusa Dua",Casual Dining,"                        Rp700.000 
                                    
        ","  Kafe, Desserts"," The St. Regis Bali Resort, BTDC Area, Nusa Dua, Bali"
"                    -
                ",50 Bar ,Karangasem,Casual Dining,"                        Rp150.000 
                                    
        ","  Bali, Eropa, Barat"," Jl. Tulamben, Karangasem, Bali"
"                    -
                ",Warung Baru ,Tanah Lot,Quick Bites,"                        Rp100.000 
                                    
        ",  Cina," Jl. By Pass Tanah Lot , Tanah Lot, Bali"
Tutup Sementara,Roti O ,"Discovery Shopping Mall, Tuban",Bakery,"                        Rp40.000 
                                    
        ",  Toko Kue," Discovery Shopping Mall, Lantai Ground, Jl. Kartika..."
"                    -
                ",Sky 8 & Pool - The Atanaya ,"The Atanaya, Legian",Lounge,"                        Rp200.000 
                                    
        ",  Hanya Minuman," The Atanaya, Jl. Sunset Road No. 88A, Legian, Bali"
"                    -
                ",Pashca Music Club ,Lovina,Casual Dining,"                        Rp200.000 
                                    
        ",  Hanya Minuman," Jl. Singaraja Seririt, Lovina, Bali"
"                    -
                ",Amed Seaview ,Amed,Kafe,"                        Rp150.000 
                                    
        ",  Kafe," Jl. Pantai Timur, Amed, Bali"
"                    -
                ",Warung Jawa Muslim Sekar Wangi ,Negara,Casual Dining,"                        Rp100.000 
                                    
        ",  Jawa," Jl. Denpasar - Gilimanuk, Negara, Bali"
"                    -
                ",Garamerica - The Sunset ,Legian,Casual Dining,"                        Rp300.000 
                                    
        ","  Bali, Asia, Barat"," The Sunset, Jl. Dewi Sri, Legian, Bali"
"                    -
                ",Warung Ninik Pedes ,Tabanan,Casual Dining,"                        Rp80.000 
                                    
        ",  Bali," Jl. Raya Kapal Mengwi, Tabanan, Bali"
